-3.1878,55.9444,190,-3.188095442325904,55.9443479055467,null
-3.188095442325904,55.9443479055467,190,-3.188390884651808,55.9442958110934,trades.rare.cable
-3.188390884651808,55.9442958110934,110,-3.1884934906948055,55.944577718879636,null
-3.1884934906948055,55.944577718879636,110,-3.188596096737803,55.944859626665874,null
-3.188596096737803,55.944859626665874,110,-3.1886987027808007,55.94514153445211,rooms.lamp.teach
-3.1886987027808007,55.94514153445211,70,-3.188596096737803,55.94542344223835,null
-3.188596096737803,55.94542344223835,70,-3.1884934906948055,55.94570535002459,bend.tubes.chops
-3.1884934906948055,55.94570535002459,0,-3.1881934906948053,55.94570535002459,null
-3.1881934906948053,55.94570535002459,0,-3.187893490694805,55.94570535002459,null
-3.187893490694805,55.94570535002459,0,-3.187593490694805,55.94570535002459,null
-3.187593490694805,55.94570535002459,350,-3.187298048368901,55.94565325557129,diner.leaves.mutual
-3.187298048368901,55.94565325557129,350,-3.1870026060429972,55.945601161117985,null
-3.1870026060429972,55.945601161117985,10,-3.1867071637170934,55.94565325557129,hidden.handle.softly
-3.1867071637170934,55.94565325557129,230,-3.186899999999999,55.94542344223835,spent.spoon.bolt
-3.186899999999999,55.94542344223835,300,-3.186749999999999,55.94516363461722,dragon.bottle.crisp
-3.186749999999999,55.94516363461722,40,-3.1865201866670634,55.94535647090012,null
-3.1865201866670634,55.94535647090012,40,-3.1862903733341277,55.94554930718303,null
-3.1862903733341277,55.94554930718303,50,-3.186097537051222,55.945779120515965,null
-3.186097537051222,55.945779120515965,40,-3.185867723718286,55.94597195679887,renew.slows.basket
-3.185867723718286,55.94597195679887,350,-3.1855722813923824,55.94591986234557,null
-3.1855722813923824,55.94591986234557,330,-3.185312473771247,55.94576986234557,null
-3.185312473771247,55.94576986234557,20,-3.185030565985011,55.94587246838857,rider.aura.bulb
-3.185030565985011,55.94587246838857,310,-3.1848377297021053,55.945642655055636,null
-3.1848377297021053,55.945642655055636,310,-3.1846448934191995,55.9454128417227,settle.title.united
-3.1846448934191995,55.9454128417227,270,-3.1846448934191995,55.9451128417227,null
-3.1846448934191995,55.9451128417227,270,-3.1846448934191995,55.944812841722694,null
-3.1846448934191995,55.944812841722694,270,-3.1846448934191995,55.94451284172269,null
-3.1846448934191995,55.94451284172269,270,-3.1846448934191995,55.94421284172269,null
-3.1846448934191995,55.94421284172269,270,-3.1846448934191995,55.943912841722685,rider.mile.lime
-3.1846448934191995,55.943912841722685,180,-3.1849448934191997,55.943912841722685,null
-3.1849448934191997,55.943912841722685,230,-3.1851377297021055,55.94368302838975,hello.love.keys
-3.1851377297021055,55.94368302838975,310,-3.1849448934191997,55.94345321505681,sentences.sings.modern
-3.1849448934191997,55.94345321505681,300,-3.1847948934191996,55.94319340743568,brings.remedy.latter
-3.1847948934191996,55.94319340743568,200,-3.1850768012054353,55.94309080139268,null
-3.1850768012054353,55.94309080139268,180,-3.1853768012054355,55.94309080139268,null
-3.1853768012054355,55.94309080139268,230,-3.1855696374883413,55.94286098805974,dent.shins.cycle
-3.1855696374883413,55.94286098805974,100,-3.1856217319416413,55.94315643038565,toned.deflection.bland
-3.1856217319416413,55.94315643038565,120,-3.1857717319416414,55.94341623800678,record.sofa.sock
-3.1857717319416414,55.94341623800678,110,-3.185874337984639,55.94369814579302,null
-3.185874337984639,55.94369814579302,110,-3.1859769440276366,55.94398005357926,null
-3.1859769440276366,55.94398005357926,110,-3.1860795500706343,55.9442619613655,organs.shape.fantastic
-3.1860795500706343,55.9442619613655,130,-3.18627238635354,55.944491774698434,null
-3.18627238635354,55.944491774698434,140,-3.1865021996864757,55.94468461098134,null
-3.1865021996864757,55.94468461098134,200,-3.1867841074727115,55.94458200493834,artist.gets.react
-3.1867841074727115,55.94458200493834,10,-3.1864886651468076,55.94463409939164,rated.fired.crowds
-3.1864886651468076,55.94463409939164,330,-3.186228857525672,55.944484099391644,null
-3.186228857525672,55.944484099391644,280,-3.186176763072372,55.94418865706574,null
-3.186176763072372,55.94418865706574,240,-3.186326763072372,55.9439288494446,null
-3.186326763072372,55.9439288494446,240,-3.1864767630723723,55.94366904182347,null
-3.1864767630723723,55.94366904182347,230,-3.186669599355278,55.94343922849053,null
-3.186669599355278,55.94343922849053,240,-3.186819599355278,55.9431794208694,null
-3.186819599355278,55.9431794208694,240,-3.1869695993552782,55.942919613248264,valve.elaborate.fortunate
-3.1869695993552782,55.942919613248264,180,-3.1872695993552784,55.942919613248264,null
-3.1872695993552784,55.942919613248264,180,-3.1875695993552786,55.942919613248264,null
-3.1875695993552786,55.942919613248264,180,-3.187869599355279,55.942919613248264,null
-3.187869599355279,55.942919613248264,180,-3.188169599355279,55.942919613248264,null
-3.188169599355279,55.942919613248264,160,-3.1884515071415147,55.943022219291265,null
-3.1884515071415147,55.943022219291265,180,-3.188751507141515,55.943022219291265,null
-3.188751507141515,55.943022219291265,190,-3.1890469494674187,55.94297012483796,null
-3.1890469494674187,55.94297012483796,180,-3.189346949467419,55.94297012483796,null
-3.189346949467419,55.94297012483796,200,-3.1896288572536546,55.94286751879496,null
-3.1896288572536546,55.94286751879496,170,-3.1899242995795585,55.942919613248264,second.launch.miles
-3.1899242995795585,55.942919613248264,120,-3.1900742995795586,55.9431794208694,null
-3.1900742995795586,55.9431794208694,100,-3.1901263940328586,55.943474863195306,null
-3.1901263940328586,55.943474863195306,130,-3.1903192303157644,55.94370467652824,sculpture.shot.melon
-3.1903192303157644,55.94370467652824,150,-3.1905790379369,55.94385467652824,null
-3.1905790379369,55.94385467652824,150,-3.1908388455580354,55.94400467652824,null
-3.1908388455580354,55.94400467652824,150,-3.191098653179171,55.944154676528235,hills.giant.crate
-3.191098653179171,55.944154676528235,100,-3.191150747632471,55.94445011885414,null
-3.191150747632471,55.94445011885414,70,-3.1910481415894734,55.94473202664038,estate.gave.votes
-3.1910481415894734,55.94473202664038,50,-3.1908553053065676,55.94496183997332,null
-3.1908553053065676,55.94496183997332,50,-3.190662469023662,55.94519165330625,null
-3.190662469023662,55.94519165330625,50,-3.190469632740756,55.94542146663919,null
-3.190469632740756,55.94542146663919,50,-3.1902767964578502,55.945651279972125,null
-3.1902767964578502,55.945651279972125,50,-3.1900839601749444,55.94588109330506,love.behind.orchestra
-3.1900839601749444,55.94588109330506,300,-3.1899339601749443,55.94562128568393,null
-3.1899339601749443,55.94562128568393,300,-3.1897839601749443,55.94536147806279,null
-3.1897839601749443,55.94536147806279,300,-3.189633960174944,55.94510167044166,null
-3.189633960174944,55.94510167044166,300,-3.189483960174944,55.944841862820525,null
-3.189483960174944,55.944841862820525,300,-3.189333960174944,55.94458205519939,null
-3.189333960174944,55.94458205519939,300,-3.189183960174944,55.944322247578256,spoon.invest.every
-3.189183960174944,55.944322247578256,230,-3.1893767964578497,55.94409243424532,null
-3.1893767964578497,55.94409243424532,230,-3.1895696327407554,55.943862620912384,burn.spot.across
-3.1895696327407554,55.943862620912384,280,-3.1895175382874554,55.94356717858648,cars.attend.hotels
-3.1895175382874554,55.94356717858648,330,-3.18925773066632,55.94341717858648,null
-3.18925773066632,55.94341717858648,340,-3.188975822880084,55.94331457254348,null
-3.188975822880084,55.94331457254348,330,-3.1887160152589487,55.94316457254348,groups.ideas.script
-3.1887160152589487,55.94316457254348,130,-3.1889088515418544,55.94339438587642,null
-3.1889088515418544,55.94339438587642,80,-3.1888567570885544,55.943689828202324,labels.hotels.alert
-3.1888567570885544,55.943689828202324,10,-3.1885613147626506,55.943741922655626,null
-3.1885613147626506,55.943741922655626,10,-3.1882658724367468,55.94379401710893,cubs.trucks.help
-3.1882658724367468,55.94379401710893,10,-3.187970430110843,55.94384611156223,null
-3.187970430110843,55.94384611156223,10,-3.187674987784939,55.94389820601553,null
-3.187674987784939,55.94389820601553,10,-3.1873795454590352,55.943950300468835,null
-3.1873795454590352,55.943950300468835,10,-3.1870841031331314,55.94400239492214,null
-3.1870841031331314,55.94400239492214,10,-3.1867886608072276,55.94405448937544,null
-3.1867886608072276,55.94405448937544,0,-3.1864886608072274,55.94405448937544,null
-3.1864886608072274,55.94405448937544,20,-3.1862067530209917,55.94415709541844,organs.shape.fantastic
-3.1862067530209917,55.94415709541844,200,-3.1864886608072274,55.94405448937544,null
-3.1864886608072274,55.94405448937544,180,-3.1867886608072276,55.94405448937544,null
-3.1867886608072276,55.94405448937544,190,-3.1870841031331314,55.94400239492214,null
-3.1870841031331314,55.94400239492214,170,-3.1873795454590352,55.94405448937544,null
-3.1873795454590352,55.94405448937544,170,-3.187674987784939,55.94410658382874,null
-3.187674987784939,55.94410658382874,160,-3.187956895571175,55.94420918987174,null
-3.187956895571175,55.94420918987174,170,-3.1882523378970786,55.944261284325044,trades.rare.cable
-3.1882523378970786,55.944261284325044,20,-3.187970430110843,55.944363890368045,null
